OPPORTUNITIES BY SALES STAGE



Results

Opportunity Name,Opportunity Amount,Sales Stage,Probability (%),Expected Close Date,assigned user id => Users User Name
"Mondo Sportflex OIS 7th Floor Refuge Area","Rs2,500,000.00","Closed Won","100.00","06-07-2013","Zulfi"
"Marks & Spencer - Kurla Site","Rs43,000.00","Closed Won","100.00","28-11-2013","Zulfi"
"Eclipse SD 67 Pachora Dist. Jalagaon","Rs41,000.00","Closed Won","100.00","20-02-2013","Zulfi"
"Optima 857 for Hospital in Jalgaon","Rs60,000.00","Closed Won","100.00","10-07-2014","Zulfi"
"Eclipse SD 067 KRIMS - Nagpur 1","Rs120,000.00","Closed Won","100.00","18-06-2014","Zulfi"
"ABM Infra - Ruby","Rs40,000.00","Closed Won","100.00","16-10-2012","Zulfi"
"PP 666 & 651 - R City Ghatkopar (W)","Rs225,000.00","Closed Won","100.00","10-07-2014","Zulfi"
"Welding Rod 067","Rs2,500.00","Closed Won","100.00","30-04-2014","Zulfi"
"Eclispe SD 36 for IPCL Vadodara Project","Rs382,985.00","Closed Won","100.00","23-04-2012","Zulfi"
"Micra Premium 620","Rs28,000.00","Closed Won","100.00","27-09-2013","Zulfi"
"Jai Hospital - Primo Premium 651","Rs47,000.00","Closed Won","100.00","28-06-2014","Zulfi"
"Eclipse SD 36 for Upasani Hospital Mulund (W)","Rs10,000.00","Closed Won","100.00","11-01-2013","Zulfi"
"Primo Premium 665 - Vashi Inorbit Mall Site","Rs110,000.00","Closed Won","100.00","08-03-2014","Zulfi"
"LF Waltz Rosewood - Inorbit Mall Vashi","Rs51,000.00","Closed Won","100.00","08-07-2014","Zulfi"
"Toro SC 104 Order","Rs64,000.00","Closed Won","100.00","26-04-2013","Zulfi"
"Eclipse SD Dake Hospital - Panvel","Rs100,000.00","Closed Won","100.00","10-10-2012","Zulfi"
"Nahar International School - Hetrogenous Floorings","Rs2,500,000.00","Closed Won","100.00","06-11-2013","Zulfi"
"Eclipse SD - 067 - Ghatkopar (W)","Rs22,000.00","Closed Won","100.00","15-09-2012","Zulfi"
"Toro SC 100 & 107 for Nasik Project","Rs480,000.00","Closed Won","100.00","28-01-2014","Zulfi"
"Primo Premium 651 Ahd Exhibition","Rs10,000.00","Closed Won","100.00","29-01-2013","Zulfi"
"Primo Premium 665 - Thane Site","Rs75,000.00","Closed Won","100.00","15-10-2013","Zulfi"
"Toro SC 107& 104 - Primo Premium 658","Rs150,000.00","Closed Won","100.00","30-07-2013","Zulfi"
"3.45 mm Tapiflex Excellence 65 - American Oak","Rs105,000.00","Closed Won","100.00","04-07-2014","Zulfi"
"Primo Premium 656","Rs30,000.00","Closed Won","100.00","18-05-2013","Zulfi"
"Optima 856 - ICU Area","Rs425,000.00","Closed Won","100.00","11-12-2012","Zulfi"
"Primo Premium 665 - Vadodara Site","Rs130,000.00","Closed Won","100.00","15-10-2013","Zulfi"
"Eclipse SD 36 - Global 5 Hospital Vashi","Rs60,000.00","Closed Won","100.00","06-07-2013","Zulfi"
"Toro SC 107 & 100 - Manipal Hospital","Rs500,000.00","Closed Won","100.00","15-06-2013","Zulfi"
"Optima 850 - Beau Monde","Rs30,000.00","Closed Won","100.00","18-12-2012","Zulfi"
"ID Essential 30 - 3976009 - Marks & Spencer","Rs40,000.00","Closed Won","100.00","16-04-2013","Zulfi"
"Gwalior Project 29-02-2012","Rs66,000.00","Closed Won","100.00","03-03-2012","Zulfi"
"Eclipse SD 67 Gul Nankani Eye Hospital Parel","Rs40,000.00","Closed Won","100.00","23-02-2013","Zulfi"
"Jai Hospital - Primo Premium 666","Rs21,000.00","Closed Won","100.00","11-04-2014","Zulfi"
"Eclipse SD 067 & 036 SS Hosp","Rs270,000.00","Closed Won","100.00","19-06-2014","Zulfi"
"Eclipse SD 067 & Welding Rod Ulhasnagar","Rs40,000.00","Closed Won","100.00","05-05-2014","Zulfi"
"Tapiflex Excellence 65 Uni Green","Rs30,000.00","Closed Won","100.00","16-06-2014","Zulfi"
"Toro SC","Rs54,273.51","Closed Won","100.00","27-02-2012","Zulfi"
"Primo Premium 658 ICD Extra Materail","Rs13,000.00","Closed Won","100.00","21-04-2014","Zulfi"
"Primo Premium 665 Indore","Rs49,000.00","Closed Won","100.00","06-05-2013","Zulfi"
"Suraj Hospital - Vinyl Flooring","Rs280,000.00","Closed Won","100.00","07-09-2013","Zulfi"
"Toro SC 100 & 107 Manipal Hospital Salem","Rs125,000.00","Closed Won","100.00","19-06-2013","Zulfi"
"Toro SC 104 Procedure & Endoscopy Room","Rs120,000.00","Closed Won","100.00","24-01-2013","Zulfi"
"Eclipse SD 067 KRIMS - Nagpur 2","Rs80,000.00","Closed Won","100.00","18-06-2014","Zulfi"
"Eclipse SD 067 - 6th Floor OT Area","Rs60,000.00","Closed Won","100.00","28-11-2013","Zulfi"
"Toro SC 100 for Manipal Goa","Rs28,000.00","Closed Won","100.00","15-10-2013","Zulfi"
"Wallgard 011","Rs45,000.00","Closed Won","100.00","16-06-2014","Zulfi"
"Primo Premium 663 & Wall Guard 015","Rs18,000.00","Closed Won","100.00","14-01-2013","Zulfi"
"Primo Premium 666 - Dark Blue","Rs230,000.00","Closed Won","100.00","26-07-2013","Zulfi"
"HE-ID 55-BEV-WENGE-BLACK","Rs157,000.00","Closed Won","100.00","31-08-2013","Zulfi"
"Jai Hospital - Primo Premium 666&661","Rs26,000.00","Closed Won","100.00","02-04-2014","Zulfi"
"Primo Premium 658 - Vile Parle Project","Rs100,000.00","Closed Won","100.00","04-04-2013","Zulfi"
"Toro SC 104 & 107 JKPCC Srinagar","Rs375,000.00","Closed Won","100.00","19-06-2013","Zulfi"
"Vinyl Wallgard 011 for Chetana Hosp - Mulund (W)","Rs57,000.00","Closed Won","100.00","30-03-2013","Zulfi"
"Eclipse SD 067 - KRIMS Hosp, Nagpur","Rs280,000.00","Closed Won","100.00","06-06-2013","Zulfi"
"Standard Plus 496 & 497","Rs900,000.00","Closed Won","100.00","08-05-2013","Zulfi"
"Krims Hospital Nagpur - Eclipse SD 067","Rs294,000.00","Closed Won","100.00","12-06-2013","Zulfi"
"Tapiflex Excellence 65","Rs325,000.00","Closed Won","100.00","29-05-2014","Zulfi"
"Eclipse SD 067 Vankatesh Hopital & Nursing Home","Rs30,000.00","Closed Won","100.00","25-01-2013","Zulfi"
"6.5 mm Omnisports - Grey - TCS Andheri","Rs550,000.00","Closed Won","100.00","26-07-2013","Zulfi"
"ID Essential 30 - 3976009 - Globus Mall Bandra M&S","Rs100,000.00","Closed Won","100.00","26-07-2013","Zulfi"
"RPG Lifescience Ltd","Rs25,000.00","Closed Won","100.00","09-04-2012","Zulfi"
"Marks & Spencer - Inorbit - Vadodara","Rs50,000.00","Closed Won","100.00","26-07-2013","Zulfi"
"Toro SC 100&107 Eclipse SD 036 Kolkata Project","Rs235,000.00","Closed Won","100.00","24-10-2013","Zulfi"
"Welding Rod White","Rs2,000.00","Closed Won","100.00","21-04-2014","Zulfi"
"Accessories","Rs15,000.00","Closed Won","100.00","26-04-2014","Zulficar"
"Ewf-Sapele 3 Strip","Rs125,000.00","Closed Won","100.00","26-06-2013","Zulficar"
"Ipe Decking Tile Smooth","Rs25,000.00","Closed Won","100.00","05-03-2014","Zulficar"
"EWF-OAK/MERBAU","Rs0.00","Closed Won","100.00","25-02-2014","Zulficar"
"Lwf-Infinite Walnut","Rs100,000.00","Closed Won","100.00","08-05-2013","Zulficar"
"TEAK","Rs450,000.00","Closed Won","100.00","24-07-2014","Zulficar"
"Basic Oak Plank","Rs40,000.00","Closed Won","100.00","04-05-2013","Zulficar"
"Basic Teak","Rs0.00","Closed Won","100.00","25-02-2014","Zulficar"
"Sapele Plank - Balance","Rs360,000.00","Closed Won","100.00","27-03-2014","Zulficar"
"LWF & SWF","Rs160,000.00","Closed Won","100.00","17-05-2014","Zulficar"
"Shri Nivasam","Rs140,000.00","Closed Won","100.00","31-08-2013","Zulficar"
"Lwf Walnut Addtl","Rs55,000.00","Closed Won","100.00","13-06-2014","Zulficar"
"EW-SAPELE PLANK","Rs75,000.00","Closed Won","100.00","13-02-2014","Zulficar"
"Addtl-Skirting White Oak","Rs600.00","Closed Won","100.00","29-03-2014","Zulficar"
"Additional","Rs30,000.00","Closed Won","100.00","17-09-2013","Zulficar"
"Additional Profiles","Rs65,000.00","Closed Won","100.00","24-07-2014","Zulficar"
"Mahindra World City - Aqualily","Rs0.00","Closed Won","100.00","05-03-2014","Zulficar"
"SWF TEAK","Rs240,000.00","Closed Won","100.00","22-05-2014","Zulficar"
"EWF-Walnut Plank","Rs211,000.00","Closed Won","100.00","23-02-2013","Zulficar"
"Skirting","Rs40,000.00","Closed Won","100.00","13-03-2014","Zulficar"
"Laminate Flooring","Rs40,000.00","Closed Won","100.00","28-01-2014","Zulficar"
"Outdoor Decking","Rs12,000.00","Closed Won","100.00","23-04-2014","Zulficar"
"Sapele 3 Strip","Rs230,000.00","Closed Won","100.00","26-09-2013","Zulficar"
"Basic Walnut","Rs60,000.00","Closed Won","100.00","10-01-2014","Zulficar"
"Aqualily","Rs1,600,000.00","Closed Won","100.00","13-02-2014","Zulficar"
"Additional Skirting - Srinivasam","Rs10,000.00","Closed Won","100.00","30-11-2013","Zulficar"
"Addl Re-Work Qty","Rs83,000.00","Closed Won","100.00","30-11-2013","Zulficar"
"LF Brazilian walnut","Rs65,050.00","Closed Won","100.00","31-01-2013","Zulficar"
"Additional Skirting 4"","Rs670,000.00","Closed Won","100.00","11-06-2014","Zulficar"
"Vista Arcot","Rs700,000.00","Closed Won","100.00","01-08-2013","Zulficar"
"LWF Walnut AC4","Rs90,000.00","Closed Won","100.00","28-04-2014","Zulficar"
"Merbau 3 Strip","Rs0.00","Closed Won","100.00","25-02-2014","Zulficar"
"Bedrooms","Rs160,000.00","Closed Won","100.00","31-10-2013","Zulficar"
"LWF BASIC WHITE OAK","Rs50,000.00","Closed Won","100.00","28-04-2014","Zulficar"
"EWF-OAK","Rs0.00","Closed Won","100.00","25-02-2014","Zulficar"
"Mock Up","Rs0.00","Closed Won","100.00","17-04-2014","Zulficar"
"laminate&Deck","Rs75,000.00","Closed Won","100.00","24-06-2013","Zulficar"
"Oak 3 Strip - EWF","Rs400,000.00","Closed Won","100.00","09-07-2013","Zulficar"

Closed Won SubTotals
TOTAL,
"4737",


Negotiation
"Cool Princess Fountain Blue","Rs30,000.00","Negotiation","75.00","30-06-2012",""
"Hotel","Rs150,000.00","Negotiation","75.00","12-02-2013","Abdul"
"Villa","Rs90,000.00","Negotiation","75.00","27-02-2013","Abdul"
"Wires & Fabriks (S.A.) Ltd.","Rs2,200,000.00","Negotiation","75.00","31-07-2013","abharti"
"coffee oak","Rs200,000.00","Negotiation","75.00","30-06-2013","abharti"
"Collaborations","Rs400,000.00","Negotiation","75.00","31-07-2013","abharti"
"Sports Flooring","Rs300,000.00","Negotiation","75.00","28-07-2013","abharti"
"Vinyl Flooring","Rs300,000.00","Negotiation","75.00","30-06-2013","abharti"
"N+U Design Studio","Rs300,000.00","Negotiation","75.00","30-06-2013","abharti"
"Bamboo","Rs500,000.00","Negotiation","75.00","30-06-2013","abharti"
"wooden flooring","Rs250,000.00","Negotiation","75.00","21-06-2013","abharti"
"LWF Ludhiana","Rs1,400,000.00","Negotiation","75.00","30-06-2013","abharti"
"Silverglades","Rs1,800,000.00","Negotiation","75.00","31-07-2013","abharti"
"Vinyl & Sports Flooring","Rs10,000,000.00","Negotiation","75.00","31-07-2013","abharti"
"LWF Woodstock","Rs550,000.00","Negotiation","75.00","28-07-2013","abharti"
"Laminart","Rs650,000.00","Negotiation","75.00","31-07-2013","abharti"
"outdoor","Rs500,000.00","Negotiation","75.00","30-06-2013","abharti"
"Mrs.Sarojini Chandrakumar","Rs200,000.00","Negotiation","75.00","31-05-2012","admin"
"INDIA BULLS -LF","Rs200,000.00","Negotiation","75.00","17-05-2012","admin"
"Gajaraj Construction","Rs250,000.00","Negotiation","75.00","11-02-2012","admin"
"JRC INTERIORS","Rs150,000.00","Negotiation","100.00","31-12-2011","admin"
"Mrs. Khushi Vevaina","Rs200,000.00","Negotiation","75.00","27-04-2012","admin"
"GOLD FINGER EST PVT LTD","Rs2,370,000.00","Negotiation","75.00","31-03-2012","admin"
"HE-ACCZ EXC 70 RUBY-NOYER","Rs25,000.00","Negotiation","75.00","30-07-2014","admin"
"Big bazar","Rs570,000.00","Negotiation","75.00","31-07-2014","admin"
"basic oak","Rs20,000.00","Negotiation","75.00","21-07-2014","admin"
"National sports club of india","Rs3,123,282.24","Negotiation","75.00","30-09-2014","Ajit"
"Uday Singh","Rs200,000.00","Negotiation","75.00","31-08-2014","Ajit"
"SRA Architect","Rs60,000.00","Negotiation","75.00","31-08-2014","Ajit"
"shashi prabhu & associates","Rs1,000,000.00","Negotiation","75.00","31-07-2014","Ajit"
"MR DAGA","Rs412,500.00","Negotiation","75.00","30-09-2014","Ajit"
"STUDIO DRIFT","Rs80,000.00","Negotiation","75.00","30-06-2014","Ajit"
"Genext hardware & parks pvt ltd.","Rs15,000.00","Negotiation","75.00","31-07-2014","Ajit"
"windstor reality","Rs944,253.75","Negotiation","75.00","31-01-2014","Ajit"
"PALI BAR SITE","Rs400,000.00","Negotiation","75.00","31-07-2014","Ajit"
"JIWRAJKA","Rs1,097,425.17","Negotiation","75.00","31-07-2014","Ajit"
"MAYFAIR BANQUETS","Rs840,000.00","Negotiation","75.00","31-07-2014","Ajit"
"VINEET GUPTA","Rs277,033.52","Negotiation","75.00","31-07-2014","Ajit"
"EW-WALNUT Plank","Rs9,750,000.00","Negotiation","75.00","30-10-2012","Amol"
"LWF - GREY MOCHA","Rs20,000.00","Negotiation","75.00","26-04-2014","Amol"
"EW - OAK CHESTNUT BRUSHED","Rs325,000.00","Negotiation","75.00","10-04-2014","Amol"
"OW-IPE SMOOTH TILE","Rs85,000.00","Negotiation","75.00","29-03-2014","Amol"
"SW-Vertical Carbonised Bamb","Rs25,000.00","Negotiation","75.00","30-08-2013","Amol"
"LWF","Rs232,000.00","Negotiation","75.00","31-08-2013","Amol"
"EW WALNUT 3 STRIP","Rs210,000.00","Negotiation","75.00","30-08-2012","Amol"
"Laminate Floor","Rs10,000.00","Negotiation","75.00","29-03-2014","Amol"
"L PROFILE-QUEST TO TRAVEL","Rs2,183.52","Negotiation","75.00","09-02-2013","Amol"
"PVC","Rs200,000.00","Negotiation","75.00","23-03-2013","Amol"
"Mock Up Material","Rs0.00","Negotiation","75.00","31-01-2014","Amol"
"ARTIFICIAL TURF","Rs850,000.00","Negotiation","75.00","26-02-2013","Amol"
"LWF - GREY MOCHA","Rs20,000.00","Negotiation","75.00","30-04-2014","Amol"
"OMNISPORTS -OAK CLASSIC","Rs400,185.00","Negotiation","75.00","22-03-2013","Amol"
"Optima-860","Rs4,090,000.00","Negotiation","75.00","30-10-2012","Amol"
"LWF Mocha sherwood Oak","Rs6,000.00","Negotiation","75.00","05-02-2013","Amol"
"BASICS SMOKED OAK","Rs85,000.00","Negotiation","75.00","16-02-2013","Amol"
"OW-P OIL","Rs9,000.00","Negotiation","75.00","07-05-2014","Amol"
"EWF - AMERICAN WALNUT","Rs100,000.00","Negotiation","75.00","30-04-2014","Amol"
"BRAVO BRAZILIAN WALNUT 10 BX /PALISADES WALNUT 8BX","Rs45,000.00","Negotiation","75.00","05-01-2013","Amol"
"EW- WALNUT 3 STRIP","Rs400,000.00","Negotiation","75.00","05-06-2012","Amol"
"EWF OAK WINTER","Rs130,000.00","Negotiation","75.00","30-01-2013","Amol"
"Optima 857 Nellore","Rs198,000.00","Negotiation","75.00","31-03-2014","Anil"
"Vinyl @ Vijayawada project","Rs3,500,000.00","Negotiation","75.00","31-03-2015","Anil"
"Antistatic","Rs75,000.00","Negotiation","75.00","31-07-2014","Anil"
"SWF ,OWF & Turf","Rs780,000.00","Negotiation","75.00","30-06-2014","Anil"
"Goa Project","Rs2,000,000.00","Negotiation","75.00","31-01-2015","Anil"
"LWF Amazonia Jatoba","Rs14,000.00","Negotiation","75.00","31-08-2014","Anil"
"Manisha","Rs250,000.00","Negotiation","75.00","01-08-2014","Ankita"
"Mr. Venkat Rao","Rs250,000.00","Negotiation","75.00","15-06-2014","Ankita"
"Mr.Anil Sahu","Rs200,000.00","Negotiation","75.00","10-09-2014","Ankita"
"Shruti interiors   ( Mr. Sushil Phatina)","Rs500,000.00","Negotiation","75.00","31-08-2014","Ankita"
"Mr. Ujjval","Rs8,900,000.00","Negotiation","75.00","30-06-2014","Ankita"
"Mrs. Geetanjali-Pusa Road","Rs25,000.00","Negotiation","75.00","30-04-2014","Ankita"
"Mr. Pankaj","Rs100,000.00","Negotiation","75.00","30-08-2014","Ankita"
"Deenanath Mangeshkar Hospital & Research Center","Rs100,000.00","Negotiation","75.00","15-02-2012","Arshad"
"optima-aditi hospital","Rs32,087.20","Negotiation","75.00","15-03-2014","Arshad"
"PERFECT UTILITIES-JAIPUR HOSPITAL","Rs152,563.30","Negotiation","75.00","28-02-2014","Arshad"
"EWF CHESTNUT","Rs225,000.00","Negotiation","80.00","15-08-2014","Atal"
"JEEWAN MALA - ICU ROOM","Rs130,000.00","Negotiation","75.00","31-05-2014","Atal"
"Akshay Khurana","Rs120,000.00","Negotiation","75.00","15-04-2014","Atal"
"Eclipse SD","Rs40,000.00","Negotiation","80.00","31-08-2014","Atal"
"BDP.","Rs1,500,000.00","Negotiation","60.00","31-05-2014","Atal"
"RSMS","Rs125,000.00","Negotiation","70.00","31-08-2014","Atal"
"Asia pacific institute of mgmt.","Rs800,000.00","Negotiation","60.00","30-09-2014","Atal"
"Homogeneous Flooring","Rs200,000.00","Negotiation","75.00","31-05-2014","Bharat"
"Primo Premium","Rs0.00","Negotiation","75.00","31-12-2013","Bharat"
"Eclipse SD","Rs100,000.00","Negotiation","75.00","31-03-2014","Bharat"
"Homogeneous flooring & Wallgard","Rs120,000.00","Negotiation","75.00","15-04-2014","Bharat"
"Flooring for ICU","Rs0.00","Negotiation","75.00","15-09-2013","Bharat"
"Wallgard","Rs103,960.00","Negotiation","75.00","15-04-2014","Bharat"
"Quintils -Woodkraft","Rs500,000.00","Negotiation","75.00","21-09-2012","Chidanand"
"Sports Hall","Rs125,000.00","Negotiation","75.00","30-04-2013","Chidanand"
"Shikharchandi SWF 12.07.14","Rs213,000.00","Negotiation","75.00","31-07-2014","Diptendu"
"Apollo Daycare - Citadel Interiors","Rs3,000,000.00","Negotiation","75.00","28-02-2014","Diptendu"
"Shikharchandi - SCB Medical, Cuttack Toro SC","Rs650,000.00","Negotiation","75.00","30-06-2014","Diptendu"
"Visharad Hospital, Raipur","Rs1,500,000.00","Negotiation","75.00","30-09-2014","Diptendu"
"Shikharchandi Merbau Plank 12.07.14","Rs16,400.00","Negotiation","75.00","31-07-2014","Diptendu"
"Andhra University Computer Science Department","Rs170,000.00","Negotiation","0.00","31-12-2013","Gautam"
"Indian Oil-Laminate","Rs250,000.00","Negotiation","75.00","31-08-2013","Indra"
"Mantri Serenity","Rs2,000,000.00","Negotiation","75.00","30-11-2012","Indra"
"Torrent-Delhi","Rs500,000.00","Negotiation","75.00","31-10-2013","Indra"
"FAB Rich-Mumbai","Rs225,000.00","Negotiation","75.00","28-02-2014","Indra"
"Pullman","Rs500,000.00","Negotiation","75.00","31-05-2014","Indra"
"Hettich-Goa","Rs500,000.00","Negotiation","75.00","30-09-2013","Indra"
"Sushilp Design Associates","Rs1,000,000.00","Negotiation","75.00","04-07-2012","Jason"
"Grand Hyatt Mumbai (Chartered Hotels Pvt Ltd)","Rs950,000.00","Negotiation","75.00","30-06-2012","Jason"
"MPS Salt lake LWF Order","Rs90,000.00","Negotiation","75.00","10-05-2013","Joydeep"
"ITC Hotels Order","Rs600,000.00","Negotiation","75.00","10-06-2013","Joydeep"
"Silver Oak Mock Up job order","Rs56,000.00","Negotiation","75.00","14-08-2013","Joydeep"
"ONGC Installation","Rs22,000.00","Negotiation","75.00","31-10-2013","Joydeep"
"SBI SWF Club Order","Rs135,000.00","Negotiation","75.00","12-06-2013","Joydeep"
"PS Magnum Residency Proj","Rs200,000.00","Negotiation","75.00","20-06-2013","Joydeep"
"Bengal Shristi Asansole Project","Rs700,000.00","Negotiation","75.00","15-05-2013","Joydeep"
"Pataka LWF Residential order","Rs450,000.00","Negotiation","75.00","26-11-2013","Joydeep"
"ITC Woodstock order","Rs150,000.00","Negotiation","75.00","31-10-2013","Joydeep"
"Simplex LWF order","Rs4,000,000.00","Negotiation","75.00","30-08-2013","Joydeep"
"WBSRLM PROJECTS","Rs58,000.00","Negotiation","65.00","18-07-2014","Krishna"
"LF-Heritage Florence","Rs25,000.00","Negotiation","75.00","06-06-2014","Mandeep"
"Artificial Turf","Rs1,200,000.00","Negotiation","75.00","15-04-2014","Mandeep"
"Artificial Turf","Rs30,000.00","Negotiation","75.00","10-06-2014","Mandeep"
"LWF-Cosy Brushed Oak","Rs40,000.00","Negotiation","75.00","18-06-2014","Mandeep"
"OWF-Composite Long Deck","Rs600,000.00","Negotiation","75.00","08-07-2014","Mandeep"
"Omni Sports","Rs350,000.00","Negotiation","75.00","30-06-2014","Mandeep"
"Herringbone-Wallnut","Rs340,000.00","Negotiation","75.00","20-05-2014","Mandeep"
"Ruby","Rs300,000.00","Negotiation","75.00","20-08-2014","Mandeep"
"OWF-Composite Tile","Rs90,000.00","Negotiation","75.00","18-06-2014","Mandeep"
"Artificial Turf","Rs1,000,000.00","Negotiation","75.00","10-07-2014","Mandeep"
"Ruby-Citicorp EON Kharadi (Import)","Rs200,000.00","Negotiation","75.00","30-06-2014","Mandeep"
"EWF-American Walnut, SWF-Natural Walnut, OmniSport","Rs500,000.00","Negotiation","75.00","31-03-2014","Mandeep"
"Toro SC","Rs600,000.00","Negotiation","75.00","31-07-2014","Mandeep"
"Installation","Rs67,000.00","Negotiation","75.00","31-07-2014","Mandeep"
"Self Leveling","Rs163,530.00","Negotiation","75.00","18-06-2014","Mandeep"
"Herringbone-Coffee Oak","Rs375,000.00","Negotiation","75.00","31-05-2014","Mandeep"
"EWF-Sapale Plank, SWF-Handcrafted Walnut, Omnispor","Rs500,000.00","Negotiation","75.00","31-03-2014","Mandeep"
"Installation-ICU Mock Up","Rs73,000.00","Negotiation","75.00","30-06-2014","Mandeep"
"Enam Holding-EWF-Sapele 3 strip","Rs300,000.00","Negotiation","75.00","31-05-2014","Manoj"
"SJK Architect-Bodhgaya Hotel project","Rs3,000,000.00","Negotiation","75.00","31-05-2014","Manoj"
"concept Architect-LWF","Rs150,000.00","Negotiation","75.00","30-04-2014","Manoj"
"Mr.Aditya Kedia- Ruby","Rs30,000.00","Negotiation","75.00","31-05-2014","Manoj"
"Panaromic Beach Properties-Ipe Long Deck","Rs650,000.00","Negotiation","75.00","30-04-2014","Manoj"
"Maahesh Mohan Group","Rs160,000.00","Negotiation","75.00","31-05-2014","Manoj"
"Mr.Aditya Kedia- 23rd Floor--OWF-Ipe long Deck","Rs250,000.00","Negotiation","75.00","31-05-2014","Manoj"
"Mr.Saurabh Gupta-Grey Mocha sherwood oak","Rs35,000.00","Negotiation","75.00","30-06-2014","Manoj"
"Opulent concepts-Deck flooring","Rs2,000,000.00","Negotiation","75.00","30-04-2014","Manoj"
"Major Brands (India) Pvt. Ltd.","Rs1,000,000.00","Negotiation","75.00","31-05-2014","Manoj"
"Gateway school of Mumbai-Artificial Turf","Rs260,000.00","Negotiation","75.00","31-05-2014","Manoj"
